swissValorNumber,companyLongName,ISIN_BC,LEI,ESGClassification,ESGFactorAVG
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,Greenhouse gas emissions,7335.38
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,Biodiversity,0.69
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,Water,0.5
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,Waste,0.67
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,Social and employee matters,0.67
286261,Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,AMF Doctrine,2.0
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Main criterias used for a first screening of ESG related products,2.0
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Greenhouse gas emissions,307.27
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Biodiversity,0.04
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Water,0.05
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Waste,0.95
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Social and employee matters,0.23
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Environmental,118.14
294181,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967691_3235,5493004XENX85AI0V591,Social,1.32
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Main criterias used for a first screening of ESG related products,2.0
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Greenhouse gas emissions,307.27
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Biodiversity,0.04
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Water,0.05
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Waste,0.95
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Social and employee matters,0.23
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Environmental,118.14
308646,Goldman Sachs Funds IV SICAV - Goldman Sachs Czech Crown Bond,LU0094967261_708,5493004XENX85AI0V591,Social,1.32
328617,Lemanik SICAV - Asian Opportunity,LU0054300461_246,549300J1DBMI3W7LR707,Main criterias used for a first screening of ESG related products,4.0
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Main criterias used for a first screening of ESG related products,2.67
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Greenhouse gas emissions,40580.66
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Biodiversity,0.5
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Water,0.43
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Waste,0.46
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Social and employee matters,0.4
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,Energy efficiency,0.25
353304,Pictet SICAV - Pictet-Japanese Equity Opportunities,LU0095053426_2913,549300P01KPUTAFHD235,AMF Doctrine,2.0
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Main criterias used for a first screening of ESG related products,5.33
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Greenhouse gas emissions,7739.23
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Biodiversity,0.35
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Water,0.03
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Waste,0.22
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Social and employee matters,565.23
353647,EDM International SICAV - Strategy Fund,LU0028445327_354,5493005VV8S3RN6YUR21,Energy efficiency,0.59
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Main criterias used for a first screening of ESG related products,5.33
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Greenhouse gas emissions,1578.73
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Biodiversity,0.14
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Water,0.01
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Waste,0.12
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Social and employee matters,35.79
353648,EDM International SICAV - Credit Portfolio,LU0028445590_354,549300WE7M81Q2P49U91,Energy efficiency,0.56
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Main criterias used for a first screening of ESG related products,4.05
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Scoping according to SFDR annex template,0.25
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Greenhouse gas emissions,74879.21
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Biodiversity,0.66
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Water,0.34
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Waste,0.51
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,Social and employee matters,0.58
354732,Schroder International Selection Fund SICAV - Asian Opportunities,LU0062906986_431,YV2UILN4DUFWUTDZHO58,AMF Doctrine,2.0
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Main criterias used for a first screening of ESG related products,4.01
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Scoping according to SFDR annex template,0.25
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Greenhouse gas emissions,68085.6
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Biodiversity,0.65
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Waste,0.48
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,Social and employee matters,0.56
355844,Schroder International Selection Fund SICAV - Emerging Markets,LU0062903967_431,BDU06UKEHWLI0JDDWF68,AMF Doctrine,2.0
358435,JPMorgan Funds SICAV - US Small Cap Growth Fund,LU0053671581_2913,549300RU76KNZ6MTK051,Main criterias used for a first screening of ESG related products,4.0
358435,JPMorgan Funds SICAV - US Small Cap Growth Fund,LU0053671581_2913,549300RU76KNZ6MTK051,Scoping according to SFDR annex template,0.1
358435,JPMorgan Funds SICAV - US Small Cap Growth Fund,LU0053671581_2913,549300RU76KNZ6MTK051,Social and employee matters,0.03
358435,JPMorgan Funds SICAV - US Small Cap Growth Fund,LU0053671581_2913,549300RU76KNZ6MTK051,AMF Doctrine,2.0
358448,JPMorgan Funds SICAV - Emerging Markets Equity Fund,LU0053685615_18,549300LMTA2S4PQ59U55,Main criterias used for a first screening of ESG related products,4.0
358448,JPMorgan Funds SICAV - Emerging Markets Equity Fund,LU0053685615_18,549300LMTA2S4PQ59U55,Scoping according to SFDR annex template,0.1
358448,JPMorgan Funds SICAV - Emerging Markets Equity Fund,LU0053685615_18,549300LMTA2S4PQ59U55,Social and employee matters,0.11
358448,JPMorgan Funds SICAV - Emerging Markets Equity Fund,LU0053685615_18,549300LMTA2S4PQ59U55,AMF Doctrine,2.0
366119,DNB Fund SICAV - Asian Mid Cap,LU0067059799_2913,549300Q0PIT9U3ENTT26,Main criterias used for a first screening of ESG related products,2.0
366119,DNB Fund SICAV - Asian Mid Cap,LU0067059799_2913,549300Q0PIT9U3ENTT26,AMF Doctrine,3.0
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Main criterias used for a first screening of ESG related products,3.0
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Scoping according to SFDR annex template,0.3
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Greenhouse gas emissions,14114.5
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Biodiversity,0.65
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Water,0.65
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Waste,0.61
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Social and employee matters,0.68
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Energy efficiency,0.63
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,Fossil fuels,0.5
379449,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057025933_16,549300MIKI3CT2Z0P268,AMF Doctrine,1.0
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Main criterias used for a first screening of ESG related products,3.0
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Scoping according to SFDR annex template,0.3
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Greenhouse gas emissions,14114.5
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Biodiversity,0.65
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Water,0.65
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Waste,0.61
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Social and employee matters,0.68
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Energy efficiency,0.63
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,Fossil fuels,0.5
379451,AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0057026071_431,549300MIKI3CT2Z0P268,AMF Doctrine,1.0
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Main criterias used for a first screening of ESG related products,2.67
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Greenhouse gas emissions,8338.44
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Biodiversity,0.65
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Water,0.65
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Waste,0.51
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Social and employee matters,0.67
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Energy efficiency,0.61
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,Fossil fuels,0.5
394827,AB SICAV I SICAV - International Health Care Portfolio,LU0058720904_15,549300KKFDSHGK22IC22,AMF Doctrine,2.0
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Main criterias used for a first screening of ESG related products,2.67
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Greenhouse gas emissions,8338.44
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Biodiversity,0.65
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Water,0.65
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Waste,0.51
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Social and employee matters,0.67
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Energy efficiency,0.61
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,Fossil fuels,0.5
394829,AB SICAV I SICAV - International Health Care Portfolio,LU0058721035_431,549300KKFDSHGK22IC22,AMF Doctrine,2.0
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Main criterias used for a first screening of ESG related products,2.67
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Greenhouse gas emissions,3068.19
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Biodiversity,0.66
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Water,0.66
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Waste,0.53
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Social and employee matters,0.68
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Energy efficiency,0.64
410450,AB SICAV I SICAV - International Technology Portfolio,LU0060230025_2913,549300Q2D8XGSWTZEY39,Fossil fuels,0.5
422361,OekoWorld FCP - OekoWorld OekoVision Classic,LU0061928585_2913,529900AWXPOHTWP6SG06,Main criterias used for a first screening of ESG related products,4.5
422361,OekoWorld FCP - OekoWorld OekoVision Classic,LU0061928585_2913,529900AWXPOHTWP6SG06,Scoping according to SFDR annex template,0.38
3432312,DNB Gront Skifte Norden,NO0010102866_337,549300UVTY5VA8JQC265,Main criterias used for a first screening of ESG related products,2.67
3432312,DNB Gront Skifte Norden,NO0010102866_337,549300UVTY5VA8JQC265,Scoping according to SFDR annex template,0.1
3432312,DNB Gront Skifte Norden,NO0010102866_337,549300UVTY5VA8JQC265,AMF Doctrine,2.0
47734560,DNB Low Carbon Credit,NO0010848997_337,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
47734560,DNB Low Carbon Credit,NO0010848997_337,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
50987380,DNB Gront Skifte Norden,NO0010827306_337,549300UVTY5VA8JQC265,Main criterias used for a first screening of ESG related products,2.67
50987380,DNB Gront Skifte Norden,NO0010827306_337,549300UVTY5VA8JQC265,Scoping according to SFDR annex template,0.1
50987380,DNB Gront Skifte Norden,NO0010827306_337,549300UVTY5VA8JQC265,AMF Doctrine,2.0
54702737,DNB Gront Skifte Norden,NO0010875438_664,549300UVTY5VA8JQC265,Main criterias used for a first screening of ESG related products,2.67
54702737,DNB Gront Skifte Norden,NO0010875438_664,549300UVTY5VA8JQC265,Scoping according to SFDR annex template,0.1
54702737,DNB Gront Skifte Norden,NO0010875438_664,549300UVTY5VA8JQC265,AMF Doctrine,2.0
123668452,DNB Teknologi,NO0010827819_664,549300YXXWTT2YR31565,Main criterias used for a first screening of ESG related products,4.0
123668452,DNB Teknologi,NO0010827819_664,549300YXXWTT2YR31565,AMF Doctrine,2.0
124197092,DNB Kredittobligasjon,NO0012778523_337,5493005A2X8OX40J0T27,Main criterias used for a first screening of ESG related products,4.0
124197092,DNB Kredittobligasjon,NO0012778523_337,5493005A2X8OX40J0T27,AMF Doctrine,2.0
124198645,DNB Obligasjon,NO0012778531_337,549300S4EDNXFPUN7853,Main criterias used for a first screening of ESG related products,4.0
124198645,DNB Obligasjon,NO0012778531_337,549300S4EDNXFPUN7853,AMF Doctrine,2.0
124201473,DNB Obligasjon Norden,NO0012771163_337,549300MF1GUNPGYKMZ24,Main criterias used for a first screening of ESG related products,4.0
124201473,DNB Obligasjon Norden,NO0012771163_337,549300MF1GUNPGYKMZ24,AMF Doctrine,2.0
124206503,DNB Global Emerging Markets,NO0012766213_337,549300XUO2F8EKP97W05,Main criterias used for a first screening of ESG related products,4.0
124206503,DNB Global Emerging Markets,NO0012766213_337,549300XUO2F8EKP97W05,AMF Doctrine,2.0
124206506,DNB Gront Skifte Norden,NO0012766221_337,549300UVTY5VA8JQC265,Main criterias used for a first screening of ESG related products,2.67
124206506,DNB Gront Skifte Norden,NO0012766221_337,549300UVTY5VA8JQC265,Scoping according to SFDR annex template,0.1
124206506,DNB Gront Skifte Norden,NO0012766221_337,549300UVTY5VA8JQC265,AMF Doctrine,2.0
124206615,DNB Global Lavkarbon,NO0012766338_337,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124206615,DNB Global Lavkarbon,NO0012766338_337,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124234823,DNB Low Carbon Credit,NO0012771403_337,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124234823,DNB Low Carbon Credit,NO0012771403_337,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124489263,DNB Gront Skifte Norden,NO0012778424_2021,549300UVTY5VA8JQC265,Main criterias used for a first screening of ESG related products,2.67
124489263,DNB Gront Skifte Norden,NO0012778424_2021,549300UVTY5VA8JQC265,Scoping according to SFDR annex template,0.1
124489263,DNB Gront Skifte Norden,NO0012778424_2021,549300UVTY5VA8JQC265,AMF Doctrine,2.0
124489319,DNB Global Emerging Markets,NO0012766080_2021,549300XUO2F8EKP97W05,Main criterias used for a first screening of ESG related products,4.0
124489319,DNB Global Emerging Markets,NO0012766080_2021,549300XUO2F8EKP97W05,AMF Doctrine,2.0
124525260,DNB Global,NO0012765991_2021,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525260,DNB Global,NO0012765991_2021,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525261,DNB Global,NO0012766007_2021,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525261,DNB Global,NO0012766007_2021,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525262,DNB Global,NO0012766015_2021,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525262,DNB Global,NO0012766015_2021,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525263,DNB Global,NO0012766023_2021,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525263,DNB Global,NO0012766023_2021,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525264,DNB Global,NO0012778408_2020,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525264,DNB Global,NO0012778408_2020,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525265,DNB Global,NO0012766031_2021,549300L276CWW3GPAR15,Main criterias used for a first screening of ESG related products,4.0
124525265,DNB Global,NO0012766031_2021,549300L276CWW3GPAR15,AMF Doctrine,2.0
124525276,DNB Global Lavkarbon,NO0012766346_2021,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124525276,DNB Global Lavkarbon,NO0012766346_2021,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124525277,DNB Global Lavkarbon,NO0012766353_2021,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124525277,DNB Global Lavkarbon,NO0012766353_2021,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124525278,DNB Global Lavkarbon,NO0012766361_2021,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124525278,DNB Global Lavkarbon,NO0012766361_2021,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124525279,DNB Global Lavkarbon,NO0012766379_2020,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124525279,DNB Global Lavkarbon,NO0012766379_2020,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124525282,DNB Global Lavkarbon,NO0012766387_337,549300PZ2TWIBDHDTF60,Main criterias used for a first screening of ESG related products,4.0
124525282,DNB Global Lavkarbon,NO0012766387_337,549300PZ2TWIBDHDTF60,AMF Doctrine,2.0
124527790,DNB Bioteknologi,NO0012766254_2020,5493004ZTW1XNPXJM594,Main criterias used for a first screening of ESG related products,4.0
124527790,DNB Bioteknologi,NO0012766254_2020,5493004ZTW1XNPXJM594,AMF Doctrine,2.0
124527855,DNB Finans,NO0012778655_2020,549300ZBI4IU3VD26U35,Main criterias used for a first screening of ESG related products,4.0
124527855,DNB Finans,NO0012778655_2020,549300ZBI4IU3VD26U35,AMF Doctrine,2.0
124527860,DNB Health Care,NO0012778648_2021,549300Q01EV6OTLQV386,Main criterias used for a first screening of ESG related products,4.0
124527860,DNB Health Care,NO0012778648_2021,549300Q01EV6OTLQV386,AMF Doctrine,2.0
124625956,DNB Low Carbon Credit,NO0012771411_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625956,DNB Low Carbon Credit,NO0012771411_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124625957,DNB Low Carbon Credit,NO0012771429_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625957,DNB Low Carbon Credit,NO0012771429_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124625958,DNB Low Carbon Credit,NO0012771437_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625958,DNB Low Carbon Credit,NO0012771437_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124625959,DNB Low Carbon Credit,NO0012778564_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625959,DNB Low Carbon Credit,NO0012778564_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124625960,DNB Low Carbon Credit,NO0012771445_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625960,DNB Low Carbon Credit,NO0012771445_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124625961,DNB Low Carbon Credit,NO0012771452_2021,5493006JTZCCOTOWDV22,Main criterias used for a first screening of ESG related products,4.0
124625961,DNB Low Carbon Credit,NO0012771452_2021,5493006JTZCCOTOWDV22,AMF Doctrine,2.0
124788810,DNB Bioteknologi,NO0012727223_664,5493004ZTW1XNPXJM594,Main criterias used for a first screening of ESG related products,4.0
124788810,DNB Bioteknologi,NO0012727223_664,5493004ZTW1XNPXJM594,AMF Doctrine,2.0
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Main criterias used for a first screening of ESG related products,2.67
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Greenhouse gas emissions,1.78
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Biodiversity,0.1
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Water,0.1
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Waste,0.3
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Social and employee matters,0.35
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Environmental,47.13
787760,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Emerging Europe Equity Fund (NL),NL0000292225_3313,549300JTD6ROSQP7L139,Social,0.34
1081647,Kempen Orange Fund N.V.,NL0000289627_3313,7245009039DLST1VM058,Main criterias used for a first screening of ESG related products,2.67
1081647,Kempen Orange Fund N.V.,NL0000289627_3313,7245009039DLST1VM058,AMF Doctrine,1.0
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Main criterias used for a first screening of ESG related products,2.67
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Greenhouse gas emissions,9946.35
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Biodiversity,0.69
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Water,0.35
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Waste,1.17
1137299,Goldman Sachs Paraplufonds 1 N.V. - Goldman Sachs Hoog Dividend Aandelen Fonds (NL),NL0000289858_3313,549300EQ4L1O62OQHV09,Social and employee matters,0.66
1230998,Goldman Sachs Euro Rente Fonds (NL) N.V.,NL0000442101_3230,724500HR2OM3LZTSGI72,Main criterias used for a first screening of ESG related products,2.67
1230998,Goldman Sachs Euro Rente Fonds (NL) N.V.,NL0000442101_3230,724500HR2OM3LZTSGI72,Greenhouse gas emissions,4121.18
1230998,Goldman Sachs Euro Rente Fonds (NL) N.V.,NL0000442101_3230,724500HR2OM3LZTSGI72,Biodiversity,0.23
1230998,Goldman Sachs Euro Rente Fonds (NL) N.V.,NL0000442101_3230,724500HR2OM3LZTSGI72,Water,0.22
